rank_tfidf,id_consolidado,fuente,titulo,empresa,keyword,ubicacion,modalidad,url,similitud_tfidf,idioma
136,opcionempleo::05798,opcionempleo,Senior De Compras Y Contrataciones – Oil & Gas Neuquén,Human Consulting,Compras / Procurement,Neuquén,,https://www.opcionempleo.com.ar/jobad/arabe06c9740a05798a5f6a671ea3d2cfc,0.08918295942508497,es
137,opcionempleo::58267,opcionempleo,Analista de Compras (req206233 ) Permanente (San Justo),Experis,Compras / Procurement,"San Justo, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar2d9efd1127a7db5379df097eb8b58267,0.0890108382424657,es
138,opcionempleo::jobadar6a8ffbedc3c0b1f27ff74affea1a2a9d,opcionempleo,Analista de Control de Gestión (Munro),Newsan,Control de Gestión,Argentina,,https://www.opcionempleo.com.ar/jobad/ar6a8ffbedc3c0b1f27ff74affea1a2a9d,0.08885492620505572,es
139,opcionempleo::jobadar5229dd1eb0c5976e20f30bb66a316af2,opcionempleo,Ingeniero Eléctrico Sr. - CABA (Buenos Aires),John Wood Group,Ingeniero Industrial,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar5229dd1eb0c5976e20f30bb66a316af2,0.08870469685240877,es
140,opcionempleo::jobadarc4bfff2d1664a5d6326a0844ee13ec9e,opcionempleo,Analista de Tolling y Supply Chain (Buenos Aires),BASF,Supply Chain,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arc4bfff2d1664a5d6326a0844ee13ec9e,0.08855880315617652,es
141,opcionempleo::571428,opcionempleo,Analista de Compras (Buenos Aires),Talento HR,Compras / Procurement,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arbc8368d2e3cd2a0d71dba5b571428db8,0.08833871849677613,es
142,bumeran::1118113742,bumeran,ANALISTA DE CONTROL DE GESTIÓN OPERATIVA,Benito Roggio ambiental,Control de Gestión,"José León Suárez, Buenos Aires",Presencial,https://www.bumeran.com.ar/empleos/analista-de-control-de-gestion-operativa-benito-roggio-ambiental-1118113742.html,0.08804424710834496,es
143,opcionempleo::24231,opcionempleo,ANALISTA DE CONTROL DE GESTION Y PRESUPUESTO ssr (Buenos Aires),R. O. Torreiro & Asociados,Control de Gestión,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar23c5899c24231daf2ab7789c5116a839,0.08786133952420594,es
144,opcionempleo::jobadar643e4948ca7c9fbee6af707d7cfe894f,opcionempleo,Ingeniero/a De Calidad Industria Alimenticia Pilar,Sinergia3,Ingeniero Industrial,"Pilar, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar643e4948ca7c9fbee6af707d7cfe894f,0.08777976367921328,es
145,opcionempleo::35115,opcionempleo,Ey - Gerente de Proyectos de Consultoría en Data & Artificial Intelligence (Buenos Aires),EY,BI / Analytics,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/are20b35115e7cce6b9825225188c60b50,0.0873661265966779,es
146,opcionempleo::jobadar1cdb915dc7779e07bff2250aa99ab9de,opcionempleo,Analista Control de Gestion (Rosario),Molinos Rio de la Plata,Control de Gestión,"Rosario, Santa Fe",,https://www.opcionempleo.com.ar/jobad/ar1cdb915dc7779e07bff2250aa99ab9de,0.08729427031888323,es
147,opcionempleo::9618848,opcionempleo,Analista de Control de Gestión,Newsan,Control de Gestión,"Munro, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar78ad9618848ef16810e65da1882cd797,0.08712592207819764,es
148,bumeran::1118157618,bumeran,Jefatura de Compras Non Food,La Anónima,Compras / Procurement,"Ituzaingó, Buenos Aires",Híbrido,https://www.bumeran.com.ar/empleos/jefatura-de-compras-non-food-la-anonima-1118157618.html,0.0869482088368203,es
149,opcionempleo::23303,opcionempleo,Consultor de mejora y transformación de procesos - Senior,BDO,Excel / VBA,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar4cd23303a2b580b127a50dfe82dfa857,0.08668142770735095,es
150,opcionempleo::79352553052,opcionempleo,Analista Sr De Control De Gestión Buenos Aires,Central Puerto,Control de Gestión,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar68df2221db79352553052e9da7b3d87d,0.08655216082193162,es
151,opcionempleo::580820,opcionempleo,Analista Compras Productivas/improdictivas (Buenos Aires),Temple,Compras / Procurement,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar5b988a0e5d4386a580820be757c20cea,0.0865173456752142,es
152,opcionempleo::86030553,opcionempleo,Gerente de Supply Chain (Provincia de Buenos Aires),Knauf,Supply Chain,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar24e00e1b86030553f9a4d78c3b2ce249,0.08635232651576447,es
153,opcionempleo::168040,opcionempleo,Analista Senior de Planificación de Compras (Zona Oeste GBA) (Ituzaingó),Reklut,Compras / Procurement,"Ituzaingó, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/arb653ca6ab4953ec6ff817e0b168040e7,0.08631619933298473,es
154,opcionempleo::61438570134,opcionempleo,Jefe Departamento Control de Gestion (Pilar),Emprendimientos Gastronomicos,Control de Gestión,"Pilar, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/arcfe3050edb7d17baee61438570134de3,0.0859888423410845,es
155,opcionempleo::jobadar6c7a12cc15f2df51c8bfae2a9bacd1b0,opcionempleo,ANALISTA DE COMPRAS SSR. – PRODUCTOS SALUDABLES (Lanús),ALIONS,Compras / Procurement,"Lanús, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar6c7a12cc15f2df51c8bfae2a9bacd1b0,0.08597453852413471,es
156,opcionempleo::3649626,opcionempleo,Analista de Compras Semi Senior (Buenos Aires),Ball,Compras / Procurement,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arf76a1fecd3649626c020dc237372a895,0.08572824101056213,es
157,opcionempleo::jobadar1ab4b6181c5f3df4b7da7bc2b1eb087e,opcionempleo,Gerente de Operaciones / Supply Chain - Pyme (Villa Adelina),Mandel & Wirth,Gerente de Operaciones,Argentina,,https://www.opcionempleo.com.ar/jobad/ar1ab4b6181c5f3df4b7da7bc2b1eb087e,0.08553395596293177,es
158,opcionempleo::31723259,opcionempleo,Gerente de Operaciones y Logística (Buenos Aires),Manage Resources,Gerente de Operaciones,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arad68a2ac5538de5b3b33fa31723259ff,0.08550402739079585,es
159,bumeran::1118211626,bumeran,"Jefe de Contabilidad, Costos y control de Gestión para zona Norte.",Confidencial,Control de Gestión,"Munro, Buenos Aires",Presencial,https://www.bumeran.com.ar/empleos/jefe-de-contabilidad-costos-y-control-de-gestion-para-zona-norte.-1118211626.html,0.08520042593091454,es
160,opcionempleo::10495,opcionempleo,Gerente de Operaciones - Tecnologia/ It (Buenos Aires),,Gerente de Operaciones,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arb491f10495b5bd8c91d58cae0f20321b,0.08517823995920051,es
161,opcionempleo::jobadar3337ca8f1e3f358d4867c20ace5e40a4,opcionempleo,Analista de Compras (Rosario),Segrup Argentina,Compras / Procurement,"Rosario, Santa Fe",,https://www.opcionempleo.com.ar/jobad/ar3337ca8f1e3f358d4867c20ace5e40a4,0.08507929747485134,es
162,opcionempleo::4367569728,opcionempleo,Analista de datos,Grupo Gestión,Excel / VBA,"Barracas, Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar4367569728b22db517b662b6175275c0,0.08505005254863839,es
163,opcionempleo::jobadarb2ef063e4c106faaeccfaa209f47d7e7,opcionempleo,Analista de Presupuesto y Control de Gestión Sr. (Escobar),Vision Outsourcers,Control de Gestión,"Escobar, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/arb2ef063e4c106faaeccfaa209f47d7e7,0.084660534930901,es
164,bumeran::1118138981,bumeran,Líder de Administración y Finanzas,HRS - Human Resources Solutions,Finanzas / CAPEX,"Neuquén, Neuquén",Presencial,https://www.bumeran.com.ar/empleos/lider-de-administracion-y-finanzas-hrs-human-resources-solutions-1118138981.html,0.08439080958317201,es
165,opcionempleo::4698218,opcionempleo,Data Scientist Sr (Buenos Aires),FYG | For Your Growth,Data Scientist,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar055a69e8cc1a4698218bbf845816d2b6,0.08417673000864673,es
166,bumeran::1118187332,bumeran,Responsable de Compras | Rubro Construcción,Confidencial,Compras / Procurement,"Vicente López, Buenos Aires",Presencial,https://www.bumeran.com.ar/empleos/responsable-de-compras-|-rubro-construccion-1118187332.html,0.08411424483628738,es
167,opcionempleo::764770,opcionempleo,Especialista de Business Intelligence (Buenos Aires),Banco Comafi,BI / Analytics,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar764770fb50bbca0c607d59b3431f722c,0.08411027634908098,es
168,opcionempleo::44261,opcionempleo,Analista de Control de Gestion Hhc (Munro),Air Liquide,Control de Gestión,Argentina,,https://www.opcionempleo.com.ar/jobad/are7b0ce2e3c0d1bf088c6e44261a38944,0.08407367684134914,es
169,opcionempleo::48120574,opcionempleo,Coordinador de Obras y Servicios - Presencial Mendoza,Randstad,Excel / VBA,"Godoy Cruz, Mendoza",,https://www.opcionempleo.com.ar/jobad/ar48120574bd9ba7ba2dffd73c95924f44,0.08398380714157286,es
170,opcionempleo::73104867,opcionempleo,Jefe de proyecto/Desarrollador/Diseño Industrial para Metalurgica (ingeniero),RH Consultores,Ingeniero Industrial,"Merlo, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar435e73104867aa14077e980bc408d403,0.08397983639917134,es
171,opcionempleo::38584,opcionempleo,Analista Junior De Control De Gestión Córdoba (Argentina),Universia Argentina,Control de Gestión,Argentina,,https://www.opcionempleo.com.ar/jobad/ar1c43b38584c4539d2982f577b3cb9aa2,0.0836578315652635,es
172,opcionempleo::047342,opcionempleo,Analista De Planeamiento Y Control De Gestión Buenos Aires,CiclosRH Consulting,Control de Gestión,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar21cbaaca1c3ec2c047342df5b3e01768,0.083634649225225,es
173,opcionempleo::089342872,opcionempleo,Jefatura de Administración y Finanzas (Neuquén),Estudio Sánchez Salas,Finanzas / CAPEX,Neuquén,,https://www.opcionempleo.com.ar/jobad/arddc901c089342872d091c9fa291d1746,0.08336304996370053,es
174,opcionempleo::jobadarde63b134c9ac027a36f14a620f2a2033,opcionempleo,Analista de compras productivas,Consultores de Empresas,Compras / Procurement,Córdoba,,https://www.opcionempleo.com.ar/jobad/arde63b134c9ac027a36f14a620f2a2033,0.08315540115251775,es
175,opcionempleo::jobadar657f84e28ff583faa1c244c017bdd97f,opcionempleo,Analista De Supply Chain Química Buenos Aires,MSP Consultora en Recursos Humanos,Supply Chain,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar657f84e28ff583faa1c244c017bdd97f,0.08305260640301312,es
176,opcionempleo::jobadarc00f1513ae637c5c2755efec925c71d0,opcionempleo,Logistics Performance Specialist,PedidosYa,Excel / VBA,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arc00f1513ae637c5c2755efec925c71d0,0.08301809000530178,es
177,opcionempleo::jobadarcfe941c0d9396d078d3d1b8ca9ac3cb7,opcionempleo,Analista de Compras (Quilmes),Sealed Air,Compras / Procurement,"Quilmes, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/arcfe941c0d9396d078d3d1b8ca9ac3cb7,0.08285992359646392,es
178,opcionempleo::jobadar07dfda58d3eff2b289ae50bd24a50b53,opcionempleo,Líder De Finanzas Y Operación Hotelera Patagonia Austral Ref El Calafate,Nosotros,Finanzas / CAPEX,"El Calafate, Santa Cruz",,https://www.opcionempleo.com.ar/jobad/ar07dfda58d3eff2b289ae50bd24a50b53,0.0828323299785976,es
179,opcionempleo::86297,opcionempleo,Analista De Compras Estratégico Sap Hotelero Capital (Buenos Aires),Randstad,Compras / Procurement,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar1af86297c1e91fe071187cf01106322f,0.08272654209004578,es
180,opcionempleo::68608956,opcionempleo,"Ingeniero Mecanico, Electromecanico, Industrial para procesos (San Luis)",Manpower,Ingeniero Industrial,San Luis,,https://www.opcionempleo.com.ar/jobad/areb49cfe8dba8a807a68608956b571d57,0.08269064007470653,es
181,opcionempleo::0284007,opcionempleo,Analista Control de Gestion Ssr (Hibrido - Retiro) (Buenos Aires),View Quality Consulting,Control de Gestión,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar6cf2cde45ecb81b91dc9e0284007db2f,0.08268650037095539,es
