rank_embed,id_consolidado,fuente,titulo,empresa,keyword,ubicacion,modalidad,url,similitud_embed
931,opcionempleo::09696,opcionempleo,Analista Sr de Control de Gestión (San Isidro),Be Enterprises,Control de Gestión,Argentina,,https://www.opcionempleo.com.ar/jobad/ara09696a8566b1afd09285a6fc39143fb,0.21150705
932,opcionempleo::5961262,opcionempleo,Global Supply Chain Finance Analyst: Costing (Mercedes),Mars,Supply Chain,Argentina,,https://www.opcionempleo.com.ar/jobad/ar429f84d5961262e190a069bd6a25b1ca,0.21145555
933,jobleads::08864,jobleads,Puestos: compras | Argentina,,Compras / Procurement,Comprador/a,,https://www.jobleads.com/ar/job/comprador-a--san-isidro--e25d08864c3e03ce7d42e711d9d653d49,0.21138126
934,opcionempleo::jobadar40d25b5f5cfb4bdc0e83a8365b26e9b7,opcionempleo,Junior - Data Scientist (Rosario),PwC,Data Scientist,"Rosario, Santa Fe",,https://www.opcionempleo.com.ar/jobad/ar40d25b5f5cfb4bdc0e83a8365b26e9b7,0.21117085
935,opcionempleo::243167,opcionempleo,Desarrollador Back-End Senior (Java Y/O Python) Argentina/Colombia,Werben HR,Python Developer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar019a0767f9d3993d63bbeeb243167baf,0.21113765
936,linkedin::4400591062,linkedin,Accounting Analyst | SAP S/4HANA Project,Coderio | Software Company,BI / Analytics,"Rosario, Santa Fe",,https://www.linkedin.com/jobs/view/4400591062,0.2111323
937,linkedin::4380529037,linkedin,Director of Continuous Improvement,The Good Crisp Company,Supply Chain,"Boulder, Colorado, Estados Unidos",,https://www.linkedin.com/jobs/view/4380529037,0.21105485
938,bumeran::1118200386,bumeran,774SI Analista de Compras Productivas con experiencia en Industria - Zona Norte,CONA CONSULTORES EN RRHH,Compras / Procurement,"San Isidro, Buenos Aires",Presencial,https://www.bumeran.com.ar/empleos/774si-analista-de-compras-productivas-con-experiencia-en-industria-zona-norte-cona-consultores-en-rrhh-1118200386.html,0.21096934
939,linkedin::4388767521,linkedin,Data Analyst,Empassion Health,BI / Analytics,"Nueva York, Nueva York, Estados Unidos",,https://www.linkedin.com/jobs/view/4388767521,0.2109243
940,jobleads::74067352,jobleads,Puestos: continuous-improvement | Argentina,,Continuous Improvement,Lean Transformation & CI Lead,,https://www.jobleads.com/ar/job/lean-transformation-ci-lead--san-luis--e1a74067352f996de38eb380849713092,0.21068045
941,linkedin::4395455450,linkedin,Controller - Remote,Engine Room,Control de Gestión,"Pleasanton, California, Estados Unidos",,https://www.linkedin.com/jobs/view/4395455450,0.21067107
942,linkedin::4399470523,linkedin,Senior AI/ML Engineer (On-Premise + Tabular Data) - Remote - Latin America,FullStack,Data Scientist,"Rosario, Santa Fe",,https://www.linkedin.com/jobs/view/4399470523,0.21053219
943,bumeran::1118134698,bumeran,Líder de Finanzas y operación hotelera - Patagonia Austral (ref HTL700),Gennera Recursos Humanos,Finanzas / CAPEX,"El Calafate, Santa Cruz",Presencial,https://www.bumeran.com.ar/empleos/lider-de-finanzas-y-operacion-hotelera-patagonia-austral-ref-htl700-gennera-recursos-humanos-1118134698.html,0.21051875
944,linkedin::4389952456,linkedin,"Data Scientist, Search Science (Ads)",Shipt,Data Scientist,Estados Unidos,,https://www.linkedin.com/jobs/view/4389952456,0.20997669
945,linkedin::4393992086,linkedin,"Manager, Business Intelligence",Agility Robotics,BI / Analytics,"Salem, Oregón, Estados Unidos",,https://www.linkedin.com/jobs/view/4393992086,0.20948848
946,bumeran::1118209981,bumeran,Responsable de Compras,Consultora Tenoris,Compras / Procurement,"Baradero, Buenos Aires",Presencial,https://www.bumeran.com.ar/empleos/responsable-de-compras-consultora-tenoris-1118209981.html,0.20907363
947,linkedin::4391913580,linkedin,Industrial Engineer - AI Trainer,DataAnnotation,Ingeniero Industrial,"Montana, Estados Unidos",,https://www.linkedin.com/jobs/view/4391913580,0.20876278
948,bumeran::1118005218,bumeran,Gestor de Cobros- Excel avanzado,Evirtual SA,Excel / VBA,Apto discapacidad,Presencial,https://www.bumeran.com.ar/empleos/gestor-de-cobros-excel-avanzado-evirtual-sa-1118005218.html,0.20871308
949,opcionempleo::169211,opcionempleo,Senior Data Scientist Ml + Azure Remote Buenos Aires,Werben HR,Data Scientist,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/are83a38d169211bacabad5e94802c6c83,0.20862968
950,opcionempleo::7935514752,opcionempleo,Software Engineer (Python / Django) - Remoto (Buenos Aires),ALIANTEC SOLUTIONS,Python Developer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar7935514752aa92df36d53504b41e51e3,0.20838279
951,workana::desarrollo-de-agente-de-inteligencia-artificial-para-gestion-de-mensajes-en-whatsapp,workana,Desarrollo de Agente de Inteligencia Artificial para Gestión de Mensajes en Whatsapp,Freelancer S. L. L.,BI / Analytics,Argentina,Remoto,https://www.workana.com/job/desarrollo-de-agente-de-inteligencia-artificial-para-gestion-de-mensajes-en-whatsapp,0.20829302
952,opcionempleo::jobadar62cc8bd09af8ed80d0f105da3eef1915,opcionempleo,"Senior Python & React Engineer - High-Impact, Agile",Lean Improvements,Python Developer,San Luis,,https://www.opcionempleo.com.ar/jobad/ar62cc8bd09af8ed80d0f105da3eef1915,0.20818567
953,linkedin::4373451750,linkedin,Data Scientist (L5) - Content Promotion & Discovery Performance,Netflix,Data Scientist,Estados Unidos,,https://www.linkedin.com/jobs/view/4373451750,0.20797987
954,opcionempleo::jobadarfcc03f6ae7e322d59a42e7846b9a5161,opcionempleo,Finanzas Investor Relations Buenos Aires,Central Puerto,Finanzas / CAPEX,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arfcc03f6ae7e322d59a42e7846b9a5161,0.20797068
955,linkedin::4397284282,linkedin,Director of Continuous Improvement,Zeus,Continuous Improvement,Estados Unidos,,https://www.linkedin.com/jobs/view/4397284282,0.20738697
956,opcionempleo::45449,opcionempleo,Qa Automation Lead,Jbk Argentina,Continuous Improvement,San Luis,,https://www.opcionempleo.com.ar/jobad/arf1a8f543ba5deccdf875fbe2ac45449f,0.20734972
957,linkedin::4360613675,linkedin,Corporate Controller,Figure,Control de Gestión,Estados Unidos,,https://www.linkedin.com/jobs/view/4360613675,0.20721534
958,linkedin::4397791665,linkedin,Controller,1Source Talent Acquisition,Control de Gestión,"Texas, Estados Unidos",,https://www.linkedin.com/jobs/view/4397791665,0.20703594
959,bumeran::1118213316,bumeran,Analista de Control de Gestión,Mooks,Control de Gestión,CABA,Híbrido,https://www.bumeran.com.ar/empleos/analista-de-control-de-gestion-mooks-1118213316.html,0.20673628
960,opcionempleo::68608956,opcionempleo,"Ingeniero Mecanico, Electromecanico, Industrial para procesos (San Luis)",Manpower,Ingeniero Industrial,San Luis,,https://www.opcionempleo.com.ar/jobad/areb49cfe8dba8a807a68608956b571d57,0.20669276
961,linkedin::4400606693,linkedin,Regional Continuous Improvement Manager,Pactiv Evergreen Inc.,Continuous Improvement,Estados Unidos,,https://www.linkedin.com/jobs/view/4400606693,0.2064283
962,opcionempleo::jobadarcf368f1b5422bcf036be4fc79e0aea73,opcionempleo,Analista de Compras Locales (Buenos Aires),Kompusur,Compras / Procurement,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arcf368f1b5422bcf036be4fc79e0aea73,0.20637485
963,opcionempleo::85316640,opcionempleo,Analista de Compras Ssr en Villa Ortuza (Buenos Aires),Adecco,Compras / Procurement,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar5e1ea85316640cd3f65b4db990687918,0.20633003
964,workana::mobile-developer-part-time-ios-android-para-neurobeatx-app-de-musica-neuroadaptiva-con-ia,workana,Mobile Developer Part-Time (Ios/Android) para Neurobeatx - App de Música Neuroadaptiva con Ia,Freelancer N. J. A.,Data Scientist,Argentina,Remoto,https://www.workana.com/job/mobile-developer-part-time-ios-android-para-neurobeatx-app-de-musica-neuroadaptiva-con-ia,0.2061058
965,opcionempleo::26942,opcionempleo,Soporte Administrativo de Ventas | Excel y Reportes (Rosario de Lerma),Nobis,Excel / VBA,"Rosario de Lerma, Salta",,https://www.opcionempleo.com.ar/jobad/ar50f1d28a26942e9d2ee3e32e8fe10066,0.20585057
966,linkedin::4397968892,linkedin,Full Stack Engineer 4 - Core Catalog,Netflix,Python Developer,Estados Unidos,,https://www.linkedin.com/jobs/view/4397968892,0.20548354
967,opcionempleo::907342,opcionempleo,Senior Data Scientist - Ml In Production (Hybrid),Grupo QuintoAndar,Data Scientist,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar82b47b2ac5c8c320ae94f907342b0378,0.20523521
968,opcionempleo::91910,opcionempleo,Analista Senior de Administración & Finanzas (Buenos Aires),Iafis Group,Finanzas / CAPEX,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar91910ef46bc4ebe160bbc1decbd189de,0.20515016
969,opcionempleo::jobadarddfd829a77cf00beff2d1fcfc424d2a6,opcionempleo,Ingeniero de Explotación (Oil&gas - Bs. As.) (Buenos Aires),Human Consulting,Ingeniero Industrial,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arddfd829a77cf00beff2d1fcfc424d2a6,0.20487371
970,opcionempleo::06884767,opcionempleo,Global Supply Chain Finance Analyst: Costing & Closings Mercedes (Argentina),Mars,Supply Chain,Argentina,,https://www.opcionempleo.com.ar/jobad/arc8c06884767e401097127edd63a8dadb,0.20486619
971,linkedin::4394249598,linkedin,Investment Banking Analyst | $80/hr Remote,Crossing Hurdles,Excel / VBA,Estados Unidos,,https://www.linkedin.com/jobs/view/4394249598,0.2047435
972,linkedin::4400608578,linkedin,"Senior Analyst, Customer Supply Chain",Kodiak Cakes,Supply Chain,"Park City, Utah, Estados Unidos",,https://www.linkedin.com/jobs/view/4400608578,0.2047058
973,opcionempleo::jobadarc6cc1b0d1c64a87c9001a35f09cb98a6,opcionempleo,Commercial Analyst,PedidosYa,Excel / VBA,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arc6cc1b0d1c64a87c9001a35f09cb98a6,0.20463815
974,opcionempleo::74821,opcionempleo,Ingeniero Industrial Cuartel V Moreno,Importainer,Ingeniero Industrial,Argentina,,https://www.opcionempleo.com.ar/jobad/aref4a6e2ac74821e1c4b4a9a175b8a494,0.20447934
975,linkedin::4382266562,linkedin,Industrial Engineer (Autodesk) | Remote,Crossing Hurdles,Ingeniero Industrial,Estados Unidos,,https://www.linkedin.com/jobs/view/4382266562,0.20440653
976,linkedin::4381889639,linkedin,Director of Operations,CNECT,Continuous Improvement,Estados Unidos,,https://www.linkedin.com/jobs/view/4381889639,0.20408311
977,bumeran::1118181912,bumeran,RESPONSABLE DE COMPRAS,GASTROTEX,Compras / Procurement,CABA,Híbrido,https://www.bumeran.com.ar/empleos/responsable-de-compras-gastrotex-1118181912.html,0.20407847
978,linkedin::4391243246,linkedin,Business Intelligence Analyst,Foxhole Technology,BI / Analytics,"Arlington, Virginia, Estados Unidos",,https://www.linkedin.com/jobs/view/4391243246,0.20336983
979,opcionempleo::jobadar1feafbfa8d5de55e57e81fb21d053a5a,opcionempleo,Analista de Planeamiento y Control de Gestión (Buenos Aires),,Control de Gestión,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar1feafbfa8d5de55e57e81fb21d053a5a,0.20297308
980,workana::desarrollo-de-sistema-wordpress-para-gestion-y-venta-automatizada-de-fotos-deportivas,workana,Desarrollo de Sistema Wordpress para Gestión y Venta Automatizada de Fotos Deportivas,Freelancer M. C.,Data Scientist,Argentina,Remoto,https://www.workana.com/job/desarrollo-de-sistema-wordpress-para-gestion-y-venta-automatizada-de-fotos-deportivas,0.20295398
981,linkedin::4394784328,linkedin,Research Engineer – Python (STEM) | $90/hr Remote,Crossing Hurdles,Data Scientist,Estados Unidos,,https://www.linkedin.com/jobs/view/4394784328,0.20268624
982,linkedin::4385935029,linkedin,Full Stack Engineer (Senior) ID52039,AgileEngine,Python Developer,"Rosario, Santa Fe",,https://www.linkedin.com/jobs/view/4385935029,0.20264986
983,opcionempleo::5888234,opcionempleo,Analista Control de Gestión - Industria (Moreno),Rhe Consultora,Control de Gestión,Argentina,,https://www.opcionempleo.com.ar/jobad/ar80f9c6dad5888234ba31e1b585c58a0c,0.20249625
984,linkedin::4398557857,linkedin,Business Analyst,The Allan Sullivan Co.,Excel / VBA,Chicago y alrededores,,https://www.linkedin.com/jobs/view/4398557857,0.20246303
985,opcionempleo::4907887,opcionempleo,Analista de Control de Gestión (Buenos Aires),Eym Consultora,Control de Gestión,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar2f5a1e4907887c321ec1af3eae9cae82,0.20235398
986,linkedin::4393516303,linkedin,Data Scientist (Python & SQL) - Freelance AI Trainer,Mindrift,Python Developer,"Colorado, Estados Unidos",,https://www.linkedin.com/jobs/view/4393516303,0.20232242
987,linkedin::4393516315,linkedin,Data Scientist (Python & SQL) - Freelance AI Trainer,Mindrift,Data Scientist,"Missouri, Estados Unidos",,https://www.linkedin.com/jobs/view/4393516315,0.20232242
988,opcionempleo::jobadarb90d6087a4ea820da80af90ff3e5ea77,opcionempleo,Business Intelligence (Buenos Aires),AbbVie,BI / Analytics,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arb90d6087a4ea820da80af90ff3e5ea77,0.2022446
989,linkedin::4393521078,linkedin,Freelance Data Science Engineer (Python & SQL),Mindrift,Python Developer,"Michigan, Estados Unidos",,https://www.linkedin.com/jobs/view/4393521078,0.20202823
990,linkedin::4387337796,linkedin,Data Analyst | Remote,Crossing Hurdles,BI / Analytics,Estados Unidos,,https://www.linkedin.com/jobs/view/4387337796,0.2018807
991,opcionempleo::96551,opcionempleo,Jefe De Operaciones Y Ventas – Shopping Mendoza,Grupo Gestión,Gerente de Operaciones,Mendoza,,https://www.opcionempleo.com.ar/jobad/ar96551de76b14d7b01eb9237a0bebdfea,0.20182598
992,linkedin::4387333878,linkedin,Reporting Analyst | Remote,Crossing Hurdles,BI / Analytics,Estados Unidos,,https://www.linkedin.com/jobs/view/4387333878,0.20179118
993,opcionempleo::89506,opcionempleo,Desarrollador Fullstack Sr - React-Node-Python,Cross Border Talents,Python Developer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar7a3c89506f2e2ba29abe6bae5968ff75,0.20170595
994,opcionempleo::860544,opcionempleo,Líder Contable y Control de Gestión para PyME (Buenos Aires),Chaxxel,Control de Gestión,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar06e9b7c6e860544c93e3199684d007c9,0.20168602
995,opcionempleo::49949,opcionempleo,Analista de Compras y Administración / Asistente de Administración General,HOLZBODEN,Compras / Procurement,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arcd9f43be2c3d0327d8e2a9cf49949eb6,0.20152228
996,workana::implementacion-y-optimizacion-de-sistema-de-gestion-y-seguimiento-de-clientes,workana,Implementación y Optimización de Sistema de Gestión y Seguimiento de Clientes,Freelancer R. M. D.,Data Scientist,Argentina,Remoto,https://www.workana.com/job/implementacion-y-optimizacion-de-sistema-de-gestion-y-seguimiento-de-clientes,0.20146808
997,opcionempleo::jobadar9eba0bec2204aa0a3825a4889e8d0b2e,opcionempleo,Responsable de Administración y Finanzas (Rosario),MEC Consultores,Finanzas / CAPEX,"Rosario, Santa Fe",,https://www.opcionempleo.com.ar/jobad/ar9eba0bec2204aa0a3825a4889e8d0b2e,0.20130911
998,opcionempleo::jobadar39ccc16df500a8f055fd398ada6ffc9f,opcionempleo,Analista Sistemas / Business Intelligence / Hibrido / Zona Pilar (Buenos Aires),,BI / Analytics,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar39ccc16df500a8f055fd398ada6ffc9f,0.20111617
999,linkedin::4387328553,linkedin,Python Developer | Remote,Crossing Hurdles,Python Developer,Estados Unidos,,https://www.linkedin.com/jobs/view/4387328553,0.2010375
1000,linkedin::4392081685,linkedin,"HR Data Analyst, People Analytics",Microsoft,BI / Analytics,Estados Unidos,,https://www.linkedin.com/jobs/view/4392081685,0.20098919
1001,opcionempleo::jobadara1fe2ba720bd4b31de2ffbac36d64fbb,opcionempleo,"Analista De Pagos Junior: Facturas, Conciliaciones Y Excel La Plata (Argentina)",Medihome,Excel / VBA,Argentina,,https://www.opcionempleo.com.ar/jobad/ara1fe2ba720bd4b31de2ffbac36d64fbb,0.20097041
1002,opcionempleo::jobadarb328a8fe4da5d832c59b8af61a6dda52,opcionempleo,Analista Senior de Datos Business Intelligence (Buenos Aires),MercadoLibre,BI / Analytics,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arb328a8fe4da5d832c59b8af61a6dda52,0.20070258
1003,opcionempleo::571428,opcionempleo,Analista de Compras (Buenos Aires),Talento HR,Compras / Procurement,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arbc8368d2e3cd2a0d71dba5b571428db8,0.20010382
1004,opcionempleo::45913,opcionempleo,Responsable Sector Compras (Rosario),Excelencia Laboral,Compras / Procurement,"Rosario, Santa Fe",,https://www.opcionempleo.com.ar/jobad/arf7c2416b7df45913b17287d523932f32,0.1998514
1005,opcionempleo::1503841011,opcionempleo,Operario de Pañol,Adecco,Excel / VBA,"Rosario, Santa Fe",,https://www.opcionempleo.com.ar/jobad/arca3dbdb3ba9811f1503841011b643bea,0.19945762
1006,opcionempleo::58267,opcionempleo,Analista de Compras (req206233 ) Permanente (San Justo),Experis,Compras / Procurement,"San Justo, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar2d9efd1127a7db5379df097eb8b58267,0.19887668
1007,linkedin::4394938928,linkedin,Clinical Operations Specialist,Cofertility,Excel / VBA,Estados Unidos,,https://www.linkedin.com/jobs/view/4394938928,0.19883919
1008,opcionempleo::47036,opcionempleo,Responsable de Contabilidad y Control de Gestión (Buenos Aires),Aliancers,Control de Gestión,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar2f47036d584102194b92c99a543883bd,0.1985988
1009,linkedin::4398550090,linkedin,Senior Data Scientist - Demand Planning & Forecasting,Tiger Analytics,Data Scientist,Estados Unidos,,https://www.linkedin.com/jobs/view/4398550090,0.19858147
1010,linkedin::4398704782,linkedin,Data Scientist,ImpetusIT,Data Scientist,"Washington, Distrito de Columbia, Estados Unidos",,https://www.linkedin.com/jobs/view/4398704782,0.19847567
1011,opcionempleo::56803741,opcionempleo,Analista de Data Entry (Excel) - Rubro: Fast Food,Casin,Excel / VBA,"Olivos, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar2eda0b56803741a5067da32753758eec,0.19821265
1012,opcionempleo::62104,opcionempleo,Business Intelligence Developer (Buenos Aires),Launchpad Technologies,BI / Analytics,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/areefe0407f4716d86a62104b07acc92fc,0.19816399
1013,opcionempleo::31036,opcionempleo,Analista de Reportería (Excel) - Rubro: Fast Food,Casin,Excel / VBA,"Olivos, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar4d8db028c23e5d31036cb1f7b7a9871a,0.19781594
1014,opcionempleo::5127196582,opcionempleo,OSINT Researcher (Strategic Outreach & Lead Intelligence),IBMC,BI / Analytics,Argentina,,https://www.opcionempleo.com.ar/jobad/arb1ad007cd622a162c5127196582e713c,0.19754928
1015,opcionempleo::577180,opcionempleo,Administrativa de compras part time (Buenos Aires),Adecco,Compras / Procurement,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar85c577180dfbbbea5c8a8b756e836ef5,0.1974366
1016,opcionempleo::496575728,opcionempleo,New Business Intake Analyst (Buenos Aires),B&M Global Services Manila,BI / Analytics,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar2ed496575728ecb9e1a36b5c48171350,0.19716524
1017,linkedin::4379457460,linkedin,Controller - Remote (Multi-Client Experience Required),The RMG Group,Control de Gestión,Estados Unidos,,https://www.linkedin.com/jobs/view/4379457460,0.19708857
1018,opcionempleo::04176,opcionempleo,GERENTE DE COMPRAS PARA CATEGORÃ AS DE MODA - RECONOCIDA EMPRESA DE RETAIL. (Buenos Aires),Fashion RH,Compras / Procurement,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar77a30e7a55e8a6894ae049c04176fbeb,0.19706067
1019,opcionempleo::3231421870,opcionempleo,Gerente de Compras y Abastecimiento | Lidera Supply Chain (Bella Vista),ViaSano Salud,Supply Chain,Argentina,,https://www.opcionempleo.com.ar/jobad/ardff4a69b7db5ac3231421870dfcddb88,0.19703713
1020,opcionempleo::jobadar0f25e0942e5e065f7d055ebd532b99e4,opcionempleo,Ingeniera Para Mantenimiento Neuquén,SLB,Ingeniero Industrial,Neuquén,,https://www.opcionempleo.com.ar/jobad/ar0f25e0942e5e065f7d055ebd532b99e4,0.19642793
1021,linkedin::4385054218,linkedin,Controller,CyberCoders,Control de Gestión,"Nueva York, Nueva York, Estados Unidos",,https://www.linkedin.com/jobs/view/4385054218,0.19613476
1022,linkedin::4379104545,linkedin,"Manager, Controller",Acclarity,Control de Gestión,Estados Unidos,,https://www.linkedin.com/jobs/view/4379104545,0.19608378
1023,opcionempleo::6589056165,opcionempleo,Commercial Analyst,Delivery Hero,Excel / VBA,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar0d22d0ca019a6589056165e5d86fd78a,0.195604
1024,workana::desarrollador-para-aplicacion-movil-escalable-con-backend-y-whatsapp,workana,Desarrollador para Aplicación Móvil Escalable con Backend y Whatsapp,Freelancer G. R. L.,Data Scientist,Argentina,Remoto,https://www.workana.com/job/desarrollador-para-aplicacion-movil-escalable-con-backend-y-whatsapp,0.1952531
1025,linkedin::4389586776,linkedin,"Senior Analyst, Data & Insights",Navi,BI / Analytics,Estados Unidos,,https://www.linkedin.com/jobs/view/4389586776,0.19518271
1026,opcionempleo::200148,opcionempleo,Analista de Planeamiento y Control de Gestión,Instituto Tecnológico de Buenos Aires,Control de Gestión,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arfa200148ec78cc340460e857729dc3fd,0.1947355
1027,opcionempleo::505386,opcionempleo,Pasantía cobranzas,Thomson Reuters,Excel / VBA,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar8440efb505386b873d6657dbb68dfc2d,0.1946295
1028,bumeran::1118185236,bumeran,Analista de Compras,Confidencial,Compras / Procurement,"Tigre, Buenos Aires",Presencial,https://www.bumeran.com.ar/empleos/analista-de-compras-1118185236.html,0.1944207
1029,linkedin::4382709503,linkedin,Sourcing Analyst,Owlet Baby Care,Continuous Improvement,Estados Unidos,,https://www.linkedin.com/jobs/view/4382709503,0.19417973
1030,opcionempleo::06989,opcionempleo,Ingeniero Mecánico Buenos Aires,Selektia Consultora,Ingeniero Industrial,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar519a06989db5f476c3306192918e0c13,0.19352207
1031,opcionempleo::056503,opcionempleo,Gerente de Administración y Finanzas,NEO BIZ S. R. L.,Finanzas / CAPEX,Santa Fe,,https://www.opcionempleo.com.ar/jobad/ar73ba026c056503d119a30464cd25df66,0.19318894
1032,opcionempleo::576240,opcionempleo,Asistente De Cuentas Por Cobrar,SMS Buenos Aires,Excel / VBA,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar576240ffca2f273797fad5653f8ea4a6,0.19318226
1033,linkedin::4388384124,linkedin,"Vice President, Operations",CyberSheath,Continuous Improvement,Estados Unidos,,https://www.linkedin.com/jobs/view/4388384124,0.193046
1034,opcionempleo::jobadar7ac5541cf01dc9f2417c047e939f2b90,opcionempleo,Asistente Administrativo y Finanzas – Impacto Global (Rosario),MEC Consultores,Finanzas / CAPEX,"Rosario, Santa Fe",,https://www.opcionempleo.com.ar/jobad/ar7ac5541cf01dc9f2417c047e939f2b90,0.19279113
1035,opcionempleo::4700379,opcionempleo,Gerente general para grupo Gastronómico (Balvanera),PEREZ VERONICA SANDRA,Gerente de Operaciones,"Balvanera, Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar8c5c4d2c4700379e5c4a535eb9f4f711,0.19235677
1036,opcionempleo::jobadar5e8c9a8cfbae0f734a9e5b4a2e48fa58,opcionempleo,Intern: Quality & Continuous Improvement (Bella Vista),ABB,Continuous Improvement,Argentina,,https://www.opcionempleo.com.ar/jobad/ar5e8c9a8cfbae0f734a9e5b4a2e48fa58,0.19207951
1037,opcionempleo::057071,opcionempleo,Sales and Business Development Manager Argentina,Chronos Consulting,BI / Analytics,Argentina,,https://www.opcionempleo.com.ar/jobad/ar557a28e6a057071eaa6c7acf9dddbc96,0.19204731
1038,bumeran::1118112810,bumeran,Analista de compras,BPLAY,Compras / Procurement,"Santa Fe, Santa Fe",Presencial,https://www.bumeran.com.ar/empleos/analista-de-compras-bplay-1118112810.html,0.19162732
1039,opcionempleo::674384576264,opcionempleo,Analista de Control de Gestión (Morón),Farmacias Central Oeste,Control de Gestión,Argentina,,https://www.opcionempleo.com.ar/jobad/arbc9326c588f674384576264b5c95dd8e,0.19150278
1040,linkedin::4381117186,linkedin,Senior iOS Developer,Miratech,Python Developer,"Rosario, Santa Fe",,https://www.linkedin.com/jobs/view/4381117186,0.19074106
1041,opcionempleo::32279,opcionempleo,Activador Supply Chain (Zona Sur) - Jp Molinos Rio (Burzaco),Inspired Way,Supply Chain,Argentina,,https://www.opcionempleo.com.ar/jobad/ar32279f99c151a310585a8f710889269d,0.19047341
1042,bumeran::1117992955,bumeran,Jefe de Compras,Distribuidora Bulones Coiro SA,Compras / Procurement,"Lomas de Zamora, Buenos Aires",Presencial,https://www.bumeran.com.ar/empleos/jefe-de-compras-distribuidora-bulones-coiro-sa-1117992955.html,0.19008654
1043,opcionempleo::07699581,opcionempleo,Business Intelligence & Sales Force Effectiveness Coordinator,AbbVie,BI / Analytics,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arac5484b5078c98d1d0a02f07699581f8,0.18983102
1044,linkedin::4397594058,linkedin,Industrial Engineer,OnTrac,Ingeniero Industrial,Estados Unidos,,https://www.linkedin.com/jobs/view/4397594058,0.18981788
1045,bumeran::1118149985,bumeran,Supply Chain,GI GROUP Argentina,Supply Chain,"Tortuguitas, Buenos Aires",Presencial,https://www.bumeran.com.ar/empleos/supply-chain-gi-group-argentina-1118149985.html,0.1897594
1046,linkedin::4395448827,linkedin,FP&A Analyst,Forbes Advisor,BI / Analytics,"Wilmington, Delaware, Estados Unidos",,https://www.linkedin.com/jobs/view/4395448827,0.18970272
1047,opcionempleo::52877,opcionempleo,Marketing Business Analyst- Latam (Buenos Aires),Binance,BI / Analytics,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ard97d98c52877e6c3cebb03d2b2fc0b74,0.18880633
1048,linkedin::4397618634,linkedin,Data Scientist,HSO,Python Developer,"Nueva York, Estados Unidos",,https://www.linkedin.com/jobs/view/4397618634,0.18877202
1049,opcionempleo::3578035,opcionempleo,CIB Business Support Management - Sr Associate,JPMorgan Chase,BI / Analytics,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar4a496aae1bfb1b8f161c3578035fdecd,0.1886324
1050,opcionempleo::484994,opcionempleo,Analista de Control de Gestión de Obra para Constructora (Buenos Aires),DE ELIZALDE MARIA CONSTANZA,Control de Gestión,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar30ff8894a7f3f484994dae56cbc5902b,0.18854856
1051,opcionempleo::69137,opcionempleo,Sales Account Executive,Making Sense,Continuous Improvement,Mendoza,,https://www.opcionempleo.com.ar/jobad/arf69137d28e3d1c44682a234c6b685a44,0.18785322
1052,opcionempleo::261499,opcionempleo,Analista de Recupero de Mora,,Excel / VBA,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ara261499b3680c3bff32eacdbd6246d0a,0.1876162
