rank_final,id_consolidado,fuente,titulo,empresa,keyword,ubicacion,modalidad,url,score_final,similitud_embed,similitud_tfidf,rank_embed,rank_tfidf
94,opcionempleo::1903068,opcionempleo,Ingeniero/a de Datos SSR/SR,Idearhumano,Ingeniero de Datos,"La Plata, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ara1903068abcdf976fcfe92d55623c12b,0.5186394234595467,0.3745597,0.0697698924044705,160,149
95,getonboard::data-engineer-42labs-santiago,getonboard,Data Engineer,,Data Engineer,Chile,Híbrido,https://www.getonbrd.com/jobs/data-engineer-42labs-santiago,0.5177103195969843,0.38316482,0.0625347317383886,118,221
96,opcionempleo::jobadara156ebb3e482bfeefaa2836a517c5e95,opcionempleo,Analista desarrollador Semi Sr / Senior Botmaker - Híbrido,Business Commercial Management,NLP Engineer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ara156ebb3e482bfeefaa2836a517c5e95,0.5170371234094674,0.3603786,0.0797471354589463,217,97
97,opcionempleo::75491,opcionempleo,"Ingeniero/a de Diagnóstico – Técnicas Predictivas (Vibraciones, Termografía, Alineación) (Ezeiza)",Adecco,Ingeniero de Datos,"Ezeiza, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar75491ed87acc83f538e7a8cda917da01,0.5162360307157559,0.3565495,0.0822122902586697,231,89
98,jobrapido::7510174829476052992,jobrapido,Desarrollador Full Stack React y Node (Santa Fe),Web:,Desarrollador Full Stack,Santa Fé,,https://ar.jobrapido.com/jobpreview/7510174829476052992?redirectTo=https%253A%252F%252Fwww.kitempleo.com.ar%252Fempleo%252F53245938%252Fdesarrollador-full-stack-react-y-node-santa-fe&w=Python&p=5,0.5155773440286175,0.3760676,0.066701316761616,148,172
99,jobrapido::7179009623771316224,jobrapido,Desarrollador Full Stack (Buenos Aires),Grupo Abans,Desarrollador Full Stack,CABA,,https://ar.jobrapido.com/jobpreview/7179009623771316224?redirectTo=https%253A%252F%252Fwww.kitempleo.com.ar%252Fempleo%252F53371268%252Fdesarrollador-full-stack-buenos-aires&w=Python&p=4,0.5141372719336578,0.37630084,0.0656264212037,144,183
100,linkedin::4461998240,linkedin,CREDIT STRATEGY & PORTFOLIO ANALYST,Banco Macro,Data Scientist,Buenos Aires y alrededores,,https://www.linkedin.com/jobs/view/4461998240,0.5120328703454302,0.32470542,0.1042406272577454,356,36
101,opcionempleo::525538413,opcionempleo,Ingeniero de Proyecto 212874 Permanente,Manpower,Ingeniero de Datos,San Luis,,https://www.opcionempleo.com.ar/jobad/ar4a6447dd525538413c1e0fe9091dc278,0.5118740342499066,0.3396877,0.0925496398394839,296,51
102,linkedin::4464677739,linkedin,Sales Operations analyst,Teamwork Chile,Data Analyst,"Buenos Aires, Argentina",,https://www.linkedin.com/jobs/view/4464677739,0.511805386467677,0.36644128,0.0718067860168086,193,134
103,opcionempleo::14410,opcionempleo,Data Engineer Semi Senior Importante Multinacional Posición Remota Importante Multinacional Posición Remota San Nicolás (Argentina),C\u0026S informatica,Data Engineer,Argentina,,https://www.opcionempleo.com.ar/jobad/ar8a3b4c14410a40f8d5a6873ea592e924,0.5109127067450683,0.4190132,0.0305755381586585,58,745
104,opcionempleo::jobadarceb4fd6c6cf77dd5beda6f683ee61dd0,opcionempleo,BI Data Analyst Junior (req212253) - permanente,Manpower,Data Analyst,"Quilmes, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/arceb4fd6c6cf77dd5beda6f683ee61dd0,0.5074220816322561,0.33780807,0.0912388684709205,302,57
105,opcionempleo::099293,opcionempleo,Senior Software Engineer (React / Java / Python),We Are TIMS,Software Engineer,Argentina,,https://www.opcionempleo.com.ar/jobad/ar800dceb9c67cebf099293e033fcbdde8,0.506907986834398,0.38949686,0.0509260696064595,104,397
106,opcionempleo::jobadare1f23a4bd5fb1bb4184efca92ac7eda1,opcionempleo,BI Data Analyst Junior (Permanente),Manpower,Data Analyst,"Buenos Aires Quilmes, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/are1f23a4bd5fb1bb4184efca92ac7eda1,0.5062278176302797,0.3368494,0.0912388684709205,309,56
107,getonboard::especialista-en-integracion-de-hardware-tolveet-araucania,getonboard,Especialista en Integración de Hardware,,NLP Engineer,Chile,Remoto,https://www.getonbrd.com/jobs/especialista-en-integracion-de-hardware-tolveet-araucania,0.505915002767953,0.39297497,0.0476181867965403,96,456
108,jobrapido::6136950914520449024,jobrapido,Desarrollador Full Stack Senior Buenos Aires (Argentina),C&S informática,Desarrollador Full Stack,CABA,,https://ar.jobrapido.com/jobpreview/6136950914520449024?redirectTo=https%253A%252F%252Fwww.kitempleo.com.ar%252Fempleo%252F53112640%252Fdesarrollador-full-stack-senior-buenos-aires-argentina&w=Python&p=5,0.5052491904455011,0.37154773,0.0637836844478828,170,205
109,opcionempleo::72755,opcionempleo,Desarrollador Backend Java - Referente técnico,ThinkBig HR,Desarrollador Backend,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arf5e80d6e1e3fb38adb72755cf60829d3,0.503907790817169,0.37812915,0.057858256933173,130,276
110,getonboard::senior-deployed-ai-engineer-openai-artefact-us-remote,getonboard,Senior Forward Deployed AI Engineer (Openai),,Data Scientist,Remoto,Remoto,https://www.getonbrd.com/jobs/senior-deployed-ai-engineer-openai-artefact-us-remote,0.5033705312835876,0.4445238,0.0061526123758129,33,1270
111,opcionempleo::3407580,opcionempleo,Sr. Software Engineer - Java/Aws,Coderio,Software Engineer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar648e1931cea6b1bdacf84e3407580ebb,0.5012161153941573,0.40417558,0.0360333873387631,79,656
112,opcionempleo::281378947479,opcionempleo,Ingeniero de Operaciones - Experiencia industria Petrolera (Comodoro Rivadavia),Adecco,Ingeniero de Datos,"Comodoro Rivadavia, Chubut",,https://www.opcionempleo.com.ar/jobad/arc6c39ab0514ea6b1db281378947479a9,0.5007982628041016,0.320548,0.1004795553327767,377,40
113,bumeran::1118370503,bumeran,ingeniero junior de sistema de gestión integrado,Randstad Argentina,Software Engineer,"Rosario, Santa Fe",Presencial,https://www.bumeran.com.ar/empleos/ingeniero-junior-de-sistema-de-gestion-integrado-randstad-argentina-1118370503.html,0.5001728313725269,0.26806647,0.1406979657791575,717,10
114,bumeran::1118348901,bumeran,Desarrollador Fullstack Sr (Node-Angular) - Remoto Argentina,ACCIONA IT,Software Engineer,Great Place to Work,Remoto,https://www.bumeran.com.ar/empleos/desarrollador-fullstack-sr-node-angular-remoto-argentina-acciona-it-1118348901.html,0.500074895739307,0.38249835,0.0520970356682915,119,377
115,opcionempleo::69637583,opcionempleo,Backend Software Engineer - Java / Python,,Software Engineer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar48e69637583fdf593b3c748f7cf1c22f,0.5000600196207412,0.39642343,0.0413134558860568,89,569
116,getonboard::consultor-sap-ariba-lisit-santiago,getonboard,Consultor SAP Ariba,,NLP Engineer,Chile,Remoto,https://www.getonbrd.com/jobs/consultor-sap-ariba-lisit-santiago,0.5000551018914989,0.38425562,0.050725078071065,115,400
117,opcionempleo::jobadara7549e6fb4a8a79ef0a8a001f2ee73dd,opcionempleo,Data Scientist Project Leader Rincón De Los Sauces,MercadoLibre,Data Scientist,Argentina,,https://www.opcionempleo.com.ar/jobad/ara7549e6fb4a8a79ef0a8a001f2ee73dd,0.4992887761076857,0.38893205,0.0466307890896828,106,474
118,opcionempleo::230563922,opcionempleo,Desarrollador Backend - NODE JS - Córdoba excluyente-POSICIÓN CUBIERTA,Idearhumano,Desarrollador Backend,Argentina,,https://www.opcionempleo.com.ar/jobad/arcb230563922a96f339ff1a1c11c3d8f5,0.498591201091584,0.39667478,0.0402066935426538,88,597
119,bumeran::1118395478,bumeran,Software Engineer | Laravel Backend Focus CABA HIBRIDO,SPEEDWORK RRHH,Software Engineer,CABA,Híbrido,https://www.bumeran.com.ar/empleos/software-engineer-|-laravel-backend-focus-caba-hibrido-speedwork-rrhh-1118395478.html,0.49850524041242117,0.39267945,0.0432446352837788,97,535
120,opcionempleo::3456303,opcionempleo,Data Scientist (Ssr) – Python / Llms / Hugging Face (Híbrido),Talent Connect,Data Scientist,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar18fdd1978ca15a3456303ddb987c81d3,0.49797951810079866,0.39327008,0.0424611170809965,95,549
121,jobrapido::5144303982943928320,jobrapido,Desarrollador Full Stack | AI & Automation (San Isidro),ManpowerGroup,Desarrollador Full Stack,San Isidro,,https://ar.jobrapido.com/jobpreview/5144303982943928320?redirectTo=https%253A%252F%252Fwww.kitempleo.com.ar%252Fempleo%252F53346159%252Fdesarrollador-full-stack-ai-automation-san-isidro&w=Python&p=5,0.49791449196922405,0.3680988,0.0618966630011069,182,232
122,opcionempleo::931558,opcionempleo,Data Analyst,Experis,Data Analyst,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ara5d20ea2126dcbb931558e6c42066e85,0.4969707076879471,0.29436153,0.1183636825229924,538,24
123,jobrapido::1820072825680035840,jobrapido,Desarrollador/a Backend Rosario (Argentina),Importante empresa,Desarrollador Full Stack,"Rosario, Santa Fe",,https://ar.jobrapido.com/jobpreview/1820072825680035840?redirectTo=https%253A%252F%252Fwww.kitempleo.com.ar%252Fempleo%252F52937201%252Fdesarrollador-a-backend-rosario-argentina&w=Python&p=3,0.49679935456655433,0.37497026,0.0558873525527588,156,311
124,opcionempleo::89140066,opcionempleo,Data Engineer,Max Capital,Data Engineer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar93de7d53fb3e1b6e64a63d89140066b4,0.49654675219964484,0.32808477,0.0920074678434846,342,52
125,opcionempleo::50354,opcionempleo,Machine Learning Engineer,MercadoLibre,Machine Learning Engineer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arbe4cecef50354ff3e743b39f0c6e4ad0,0.49622228129243673,0.3781453,0.0530722883538673,129,348
126,jobrapido::5499717130892869632,jobrapido,Desarrollador .Net Full Stack Semi Senior — Remoto (Rosario),Greencode Software,Desarrollador Full Stack,"Rosario, Santa Fe",,https://ar.jobrapido.com/jobpreview/5499717130892869632?redirectTo=https%253A%252F%252Fwww.kitempleo.com.ar%252Fempleo%252F53013155%252Fdesarrollador-net-full-stack-semi-senior-remoto-rosario&w=Python&p=3,0.4960341422917367,0.375947,0.0546563397151519,150,326
127,opcionempleo::024194465507244,opcionempleo,Ingeniero electromecánico (Rosario),Consultores de Empresas,Ingeniero de Datos,"Rosario, Santa Fe",,https://www.opcionempleo.com.ar/jobad/ar911d94d820ce024194465507244d20ac,0.49548230816157457,0.2859028,0.1239840637017462,604,20
128,linkedin::4452787570,linkedin,Full Stack Engineer Specialist,Accenture Argentina,Python Developer,Buenos Aires y alrededores,,https://www.linkedin.com/jobs/view/4452787570,0.49504120060966816,0.3847253,0.0472475336996485,114,462
129,getonboard::node-backend-engineer-semi-senior-prontopaga-santiago,getonboard,Node.js Back-end Engineer (Semi Senior),,Software Engineer,Chile,Remoto,https://www.getonbrd.com/jobs/node-backend-engineer-semi-senior-prontopaga-santiago,0.4950074420520622,0.40761283,0.0295176529048751,74,763
130,getonboard::node-backend-engineer-senior-prontopaga-santiago,getonboard,Node.js Back-end Engineer (Senior),,NLP Engineer,Chile,Remoto,https://www.getonbrd.com/jobs/node-backend-engineer-senior-prontopaga-santiago,0.49466168389362547,0.40733528,0.0295176529048751,75,764
131,opcionempleo::7437617,opcionempleo,Backend Software Engineer Java / Python Buenos Aires,,Software Engineer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arb7e942c3b4475d250cbdc62ec7437617,0.4946047559790719,0.39214516,0.0412354425763752,98,574
132,opcionempleo::jobadar8870f5e3eb5e0c3c628cdcccd08f2acf,opcionempleo,Data Engineer Azure Data Factory (ADF) - Argentina | 100% remoto (Buenos Aires),Talent Connect,Data Engineer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar8870f5e3eb5e0c3c628cdcccd08f2acf,0.4944680453135116,0.38792902,0.0444127122004907,112,518
133,opcionempleo::73556,opcionempleo,Ingeniero de IA Senior (San Nicolás),C\u0026S informatica,NLP Engineer,"San Nicolás, Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar234b7d73556a54ab64c868c29e835788,0.4940921911685059,0.3981829,0.0362454696308916,87,653
134,linkedin::4464391136,linkedin,Analista Ssr. de Datos,Veolia | Argentina,Data Analyst,Buenos Aires y alrededores,,https://www.linkedin.com/jobs/view/4464391136,0.4939845248012043,0.33164024,0.0876650711920258,326,67
135,jobrapido::6908915691919769600,jobrapido,Senior Python Backend Engineer - NLP (Buenos Aires),GreenCode,NLP Engineer,CABA,,https://ar.jobrapido.com/jobpreview/6908915691919769600?redirectTo=https%253A%252F%252Fwww.kitempleo.com.ar%252Fempleo%252F53318301%252Fsenior-python-backend-engineer-nlp-buenos-aires&w=Python&p=4,0.4936126738673362,0.3479147,0.0748419735768592,269,122
136,linkedin::4456035055,linkedin,BI & AI Marketing Analyst,We Are Pipol,Data Analyst,"Buenos Aires, Argentina",,https://www.linkedin.com/jobs/view/4456035055,0.49222519004971244,0.37307513,0.0545126682425627,165,327
137,opcionempleo::jobadar83d27f3f133b7e04e73eacf0fe1f596a,opcionempleo,AI Tax Transformation Analyst (Argentina),Despegar,NLP Engineer,Argentina,,https://www.opcionempleo.com.ar/jobad/ar83d27f3f133b7e04e73eacf0fe1f596a,0.4919874159969482,0.39515823,0.0372784900618029,91,638
138,opcionempleo::jobadar8d1f5e9ed5c7b3bfc7426f62d9fd5d61,opcionempleo,Desarrollador Fullstack (Sr) - Python / Node.Js /,Talent Connect,Python Developer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar8d1f5e9ed5c7b3bfc7426f62d9fd5d61,0.4917321526704918,0.41126135,0.0246603770335133,71,849
139,getonboard::analista-control-de-gestion-bnp-paribas-cardif-santiago,getonboard,Analista Control de Gestión,,Data Analyst,Chile,Híbrido,https://www.getonbrd.com/jobs/analista-control-de-gestion-bnp-paribas-cardif-santiago,0.49135091553052124,0.2049645,0.1840429570138239,1139,2
140,opcionempleo::31315,opcionempleo,Desarrollador Fullstack Java Y React Senior,C&S Informática,Desarrollador Backend,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar7e31315dd96bbc89b52a4e361e61a841,0.4910867450413518,0.40109468,0.0321258360019904,85,720
141,opcionempleo::82065,opcionempleo,Software Engineer Backend Cx It Buenos Aires (Argentina),MercadoLibre,Software Engineer,Argentina,,https://www.opcionempleo.com.ar/jobad/ar3d2ce9f1121e85ab8e82065a8aff7417,0.4907660833656527,0.37602785,0.0513217898343382,149,388
142,jobrapido::4036456613920374784,jobrapido,Desarrollador/a Backend Rosario (Argentina),Importante grupo,Desarrollador Full Stack,"Rosario, Santa Fe",,https://ar.jobrapido.com/jobpreview/4036456613920374784?redirectTo=https%253A%252F%252Fwww.kitempleo.com.ar%252Fempleo%252F52884823%252Fdesarrollador-a-backend-rosario-argentina&w=Python&p=3,0.49012945533524277,0.3759123,0.0510157851673578,151,394
143,opcionempleo::jobadar070d40fb3fe57a61f9dc29d7fef3f676,opcionempleo,Software Engineer Backend Cx It Buenos Aires,MercadoLibre,Software Engineer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar070d40fb3fe57a61f9dc29d7fef3f676,0.48978472468342527,0.37554926,0.0510825700704838,154,393
144,opcionempleo::96112,opcionempleo,Arquitecto Python Semi Senior (San Nicolás),,Python Developer,"San Nicolás de los Arroyos, Provincia de Buenos Aires Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar96112ec8add0494c34fd0e7a14ab269d,0.48966060108750953,0.29465362,0.1135973720339353,537,28
145,getonboard::react-front-end-engineer-prontopaga-santiago,getonboard,React Front-end Engineer (Semi Senior),,Software Engineer,Chile,Remoto,https://www.getonbrd.com/jobs/react-front-end-engineer-prontopaga-santiago,0.48615737164326084,0.38166112,0.0441006516958359,122,522
146,opcionempleo::80399,opcionempleo,Desarrollador De Bases De Datos Sql & Apis,Quantico Hr,Desarrollador Backend,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ara80399c5e00bda6059f5d02f6e8d084d,0.4858958803207456,0.35269898,0.0663472990986509,246,176
147,opcionempleo::29726,opcionempleo,Ingeniero/A De Peforación Y Terminación,Bettina Poma,Ingeniero de Datos,Neuquén,,https://www.opcionempleo.com.ar/jobad/ar9d4f6eb89e0859caea29726d280efbc1,0.4854568080502838,0.30091316,0.1061431611887902,496,32
148,opcionempleo::jobadar241ddaf9038e431dbbe6297a7196d9d8,opcionempleo,Desarrollador.NET Backend Semi Sr/Sr - Conocimiento normativas BCRA (Buenos Aires),Rocket Stars,Desarrollador Backend,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar241ddaf9038e431dbbe6297a7196d9d8,0.48530896147236513,0.41188812,0.0201859759475728,68,929
149,opcionempleo::jobadarad4dd2dda03a733c3766e9b1f4e9c078,opcionempleo,Data Automation & AI Solutions Analyst,Accenture,Data Analyst,"Parque Patricios, Buenos Aires",,https://www.opcionempleo.com.ar/jobad/arad4dd2dda03a733c3766e9b1f4e9c078,0.48524898357307356,0.35759878,0.0621543580518525,227,229
150,jobrapido::6740903718125830144,jobrapido,Desarrollador Full Stack (Buenos Aires),Web:,Desarrollador Full Stack,CABA,,https://ar.jobrapido.com/jobpreview/6740903718125830144?redirectTo=https%253A%252F%252Fwww.kitempleo.com.ar%252Fempleo%252F53248740%252Fdesarrollador-full-stack-buenos-aires&w=Python&p=4,0.484915911870633,0.37466988,0.0487389569256441,158,430
151,jobrapido::7366383653733007360,jobrapido,Desarrollador/A Backend (Rosario),Importante grupo,Desarrollador Full Stack,"Rosario, Santa Fe",,https://ar.jobrapido.com/jobpreview/7366383653733007360?redirectTo=https%253A%252F%252Fwww.kitempleo.com.ar%252Fempleo%252F52835223%252Fdesarrollador-a-backend-rosario&w=Python&p=4,0.48456216526986196,0.37553495,0.04784990870196,155,448
152,opcionempleo::4112292,opcionempleo,Ingeniero de Ventas Tecnicas. Zona CABA (Saavedra),Suministra,Ingeniero de Datos,"Saavedra, Buenos Aires",,https://www.opcionempleo.com.ar/jobad/arabd7f804d0cfc578f45aa60ee4112292,0.4845535707118275,0.3506657,0.0670868127106153,258,170
153,getonboard::it-product-manager-tcit-santiago-7796,getonboard,IT Product Manager,,NLP Engineer,Chile,Híbrido,https://www.getonbrd.com/jobs/it-product-manager-tcit-santiago-7796,0.4842223233219055,0.2973563,0.1081284940624531,523,31
154,jobrapido::2080742087455670272,jobrapido,Anuncios Google,Empresa líder,Desarrollador Full Stack,"Rosario, Santa Fe",,https://ar.jobrapido.com/jobpreview/2080742087455670272?redirectTo=https%253A%252F%252Fwww.kitempleo.com.ar%252Fempleo%252F52859630%252Fdesarrollador-a-backend-rosario&w=Python&p=4,0.48355309385536194,0.37466708,0.0478946766265551,159,447
155,opcionempleo::94542,opcionempleo,Desarrollador Senior y Jefe de desarrollo Full Stack .NET,Estudio ORBE,Desarrollador Full Stack,"Belgrano, Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar245e4f51f035faebd8ca6596f94542ea,0.4829824789082413,0.37681842,0.0458756975724328,141,495
156,opcionempleo::70255954,opcionempleo,Ingeniero Sharepoint (San Nicolás),C\u0026S informatica,Ingeniero de Datos,"San Nicolás, Buenos Aires",,https://www.opcionempleo.com.ar/jobad/are38b1d7acb70255954ee0ac867cb2bff,0.4824798687255372,0.35329813,0.0637620289459374,245,206
157,opcionempleo::70733,opcionempleo,Software Engineer,Foundation AI,Software Engineer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar456f6c70733bad0a80d85a922b9239b0,0.4821033042560815,0.37085798,0.0499414508177781,172,412
158,jobrapido::5653279529033007104,jobrapido,Desarrollador SSR Full Stack (Buenos Aires),Taynes Consultores,Desarrollador Full Stack,CABA,,https://ar.jobrapido.com/jobpreview/5653279529033007104?redirectTo=https%253A%252F%252Fwww.kitempleo.com.ar%252Fempleo%252F52565390%252Fdesarrollador-ssr-full-stack-buenos-aires&w=Python&p=5,0.4819251633807087,0.3737872,0.0475643635389507,163,457
