rank_optimizado,id_consolidado,fuente,titulo,empresa,keyword,ubicacion,modalidad,url,score_optimizado,similitud_tfidf
105,getonboard::ingeniero-a-de-datos-semi-senior-bc-tecnologia-santiago,getonboard,Ingeniero(a) de Datos Semi Senior,,Data Engineer,Chile,Híbrido,https://www.getonbrd.com/jobs/ingeniero-a-de-datos-semi-senior-bc-tecnologia-santiago,0.4218822809293233,0.0786093710523074
106,linkedin::4453469275,linkedin,Data Scientist,Grupo Petersen,Machine Learning Engineer,"Buenos Aires, Argentina",,https://www.linkedin.com/jobs/view/4453469275,0.42118585977985484,0.0784796068241757
107,getonboard::finance-intern-agendapro-santiago,getonboard,Accounting Internship,,Data Analyst,Chile,Remoto,https://www.getonbrd.com/jobs/finance-intern-agendapro-santiago,0.4210825676571875,0.0784603603917831
108,zonajobs::2189415,zonajobs,Desarrollador/a PL/SQL,La Caja de Ahorro y Seguros S.A.,Software Engineer,CABA,Híbrido,https://www.zonajobs.com.ar/empleos/desarrollador-a-pl-sql-la-caja-de-ahorro-y-seguros-s.a.-2189415.html,0.4198529928291969,0.0782312535810463
109,getonboard::analista-de-performance-digital-dsac-chile-santiago,getonboard,Analista de Performance Digital,,NLP Engineer,Chile,Híbrido,https://www.getonbrd.com/jobs/analista-de-performance-digital-dsac-chile-santiago,0.41859306029419757,0.0779964902154779
110,getonboard::ingeniero-cloud-aws-promarketing-remote-274d,getonboard,Ingeniero Cloud AWS,,Python Developer,Remoto,Remoto,https://www.getonbrd.com/jobs/ingeniero-cloud-aws-promarketing-remote-274d,0.41709339366320347,0.0777170571698641
111,linkedin::4464145122,linkedin,FraudOps Analyst,Ualá,Data Analyst,"Buenos Aires, Argentina",,https://www.linkedin.com/jobs/view/4464145122,0.41680332967412276,0.0776630095153944
112,opcionempleo::3253891,opcionempleo,Ingeniero de Microsoft Teams Senior (San Nicolás),C\u0026S informatica,Ingeniero de Datos,"San Nicolás, Buenos Aires",,https://www.opcionempleo.com.ar/jobad/arafd57f9a4444b3253891e6b579ab2b6c,0.41518157152780555,0.0773608271445204
113,opcionempleo::88665,opcionempleo,Ingeniero Cloud,Agnostic,Ingeniero de Datos,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/are07b2389ef60a88665c8911852e366f9,0.4093140640099065,0.0762675338338587
114,getonboard::product-manager-insurtech-healthatom-santiago,getonboard,Product Manager Insurtech,,Data Analyst,Chile,Híbrido,https://www.getonbrd.com/jobs/product-manager-insurtech-healthatom-santiago,0.40835220393225863,0.0760883103415194
115,opcionempleo::jobadarf38cb24f401dc028e2abb9cd6f1154c9,opcionempleo,GTM Senior Analyst (Buenos Aires),Fudo,Data Analyst,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arf38cb24f401dc028e2abb9cd6f1154c9,0.4064629990895289,0.0757362945987657
116,getonboard::jefe-de-ventas-terreno-y-online-mexico-bsale-ciudad-de-mexico,getonboard,Jefe de Ventas Terreno y Online México,,NLP Engineer,Mexico,Remoto,https://www.getonbrd.com/jobs/jefe-de-ventas-terreno-y-online-mexico-bsale-ciudad-de-mexico,0.40592685293396746,0.0756363944275901
117,randstad::47364576,randstad,Analista de datos,Randstad Argentina,Python Developer,"Rosario, Santa Fe",,https://www.randstad.com.ar/trabajos/analista-de-datos_rosario_47364576/,0.4054030512392785,0.0755387944011445
118,getonboard::desarrollador-full-stack-mediastream-remote,getonboard,Desarrollador Full-Stack,,Full Stack,Remoto,Remoto,https://www.getonbrd.com/jobs/desarrollador-full-stack-mediastream-remote,0.40506887016455606,0.0754765264053338
119,bumeran::1118338055,bumeran,Desarrollador de Software,Bumeran Selecta,Software Engineer,"Córdoba, Córdoba",Híbrido,https://www.bumeran.com.ar/empleos/desarrollador-de-software-bumeran-selecta-1118338055.html,0.40425946491609793,0.0753257098378127
120,jobrapido::9038955656664580096,jobrapido,Business Data Scientist - Marketing (Rosario),Accenture,NLP Engineer,"Rosario, Santa Fe",,https://ar.jobrapido.com/jobpreview/9038955656664580096?redirectTo=https%253A%252F%252Fwww.kitempleo.com.ar%252Fempleo%252F52525647%252Fbusiness-data-scientist-marketing-rosario&w=Python&p=4,0.4032791637965109,0.0751430502241336
121,opcionempleo::66406,opcionempleo,Senior Software Engineer Provincia De Buenos Aires,MercadoLibre,Software Engineer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ard9ce084aa7b8e3adf9b5b5c1ff66406b,0.40269134868952716,0.075033522571649
122,jobrapido::6908915691919769600,jobrapido,Senior Python Backend Engineer - NLP (Buenos Aires),GreenCode,NLP Engineer,CABA,,https://ar.jobrapido.com/jobpreview/6908915691919769600?redirectTo=https%253A%252F%252Fwww.kitempleo.com.ar%252Fempleo%252F53318301%252Fsenior-python-backend-engineer-nlp-buenos-aires&w=Python&p=4,0.4016633398688248,0.0748419735768592
123,getonboard::ingeniero-de-operaciones-carvuk-santiago,getonboard,Ingeniero de Operaciones,,Data Analyst,Chile,Remoto,https://www.getonbrd.com/jobs/ingeniero-de-operaciones-carvuk-santiago,0.40147209172242343,0.0748063382890476
124,getonboard::bi-engineer-data-engineer-witi-santiago-405d,getonboard,BI Engineer / Data Engineer,,Data Analyst,Chile,Híbrido,https://www.getonbrd.com/jobs/bi-engineer-data-engineer-witi-santiago-405d,0.4008230906062677,0.0746854098408538
125,opcionempleo::34911,opcionempleo,Ingeniero de Migración de Datos en (San Nicolás),C\u0026S informatica,Ingeniero de Datos,"San Nicolás, Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar5ddb34911e7fb6c8740deb607bb94811,0.4006432380979199,0.0746518979035137
126,bumeran::1118373125,bumeran,Data & Business Intelligence Analyst JR/SSR NEUQUEN CAPITAL,ADECCO RECURSOS HUMANOS ARGENTINA SA,Data Analyst,"Neuquén, Neuquén",Híbrido,https://www.bumeran.com.ar/empleos/data-business-intelligence-analyst-jr-ssr-neuquen-capital-adecco-recursos-humanos-argentina-sa-1118373125.html,0.39927489836837976,0.0743969350136571
127,getonboard::senior-ai-engineer-capital-express-santiago,getonboard,Senior AI Engineer,,Machine Learning,Chile,Híbrido,https://www.getonbrd.com/jobs/senior-ai-engineer-capital-express-santiago,0.39546328280914467,0.0736867162740963
128,randstad::47408855,randstad,AI Analytics Product Specialist,Randstad Argentina,Machine Learning Engineer,CABA,,https://www.randstad.com.ar/trabajos/ai-analytics-product-specialist_capital-federal_47408855/,0.39241510215992886,0.0731187484439214
129,getonboard::database-administrator-dba-senior-factor-it-remote,getonboard,Database Administrator (DBA) Senior,,NLP Engineer,Remoto,Remoto,https://www.getonbrd.com/jobs/database-administrator-dba-senior-factor-it-remote,0.3920500448937893,0.0730507272840232
130,opcionempleo::1224462986,opcionempleo,Ingeniero/A De Datos - Prevención De Fraude It,MercadoLibre,Ingeniero de Datos,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arcde1224462986f0e9f733ac6768d86e4,0.3901452385416367,0.0726958045103307
131,getonboard::product-engineering-leader-interfell-cuernavaca-ciudad-de-mexico-puebla-queretaro-toluca,getonboard,Product & Engineering Leader,,Full Stack,Mexico,Híbrido,https://www.getonbrd.com/jobs/product-engineering-leader-interfell-cuernavaca-ciudad-de-mexico-puebla-queretaro-toluca,0.3895849243875234,0.07259140111337
132,opcionempleo::3631249079962,opcionempleo,Ingeniero/a de Datos - Prevención de Fraude IT,MercadoLibre,Ingeniero de Datos,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar7c84b03ecd0b3631249079962b98baaf,0.387373512613533,0.0721793485182524
133,opcionempleo::jobadar1b84bf88ead3c2c8287c215fc8a2c6ce,opcionempleo,Full-Stack Developer: Líder De Integración Y Backend,Vmi,Desarrollador Backend,Tucumán,,https://www.opcionempleo.com.ar/jobad/ar1b84bf88ead3c2c8287c215fc8a2c6ce,0.3853813522756739,0.0718081490669517
134,linkedin::4464677739,linkedin,Sales Operations analyst,Teamwork Chile,Data Analyst,"Buenos Aires, Argentina",,https://www.linkedin.com/jobs/view/4464677739,0.3853740370320115,0.0718067860168086
135,opcionempleo::jobadar953f78f58f16db5d26ea7bbd5eb0bae9,opcionempleo,Junior Completion Engineer: Field Data & Well Intervention,TotalEnergies,Data Engineer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar953f78f58f16db5d26ea7bbd5eb0bae9,0.3836832720387362,0.0714917455926745
136,getonboard::devops-senior-prontopaga-santiago,getonboard,DevOps Senior,,Python Developer,Chile,Híbrido,https://www.getonbrd.com/jobs/devops-senior-prontopaga-santiago,0.3836161841540674,0.0714792450998654
137,opcionempleo::66297,opcionempleo,Data Scientist (Argentina),Vana,Data Scientist,Argentina,,https://www.opcionempleo.com.ar/jobad/arda7ac4468c66297b4c0a511508c37843,0.38335651949255956,0.0714308617553915
138,opcionempleo::862538,opcionempleo,Data Scientist / Ai Engineer,hiberus,Data Scientist,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ard3f5a19eddc236f5b4e676f862538c60,0.3826408831134939,0.0712975171514499
139,jobrapido::8358661424280502272,jobrapido,Desarrollador Full Stack SSR Proyecto en Munro,Yel,Desarrollador Full Stack,CABA,,https://ar.jobrapido.com/jobpreview/8358661424280502272?redirectTo=https%253A%252F%252Fyel.pandape.computrabajo.com%252FDetail%252F13353959%253Fov%253D6%2526utm_source%253Djobrapido%2526utm_medium%253Dreferral%2526utm_campaign%253Dfeed%2526utm_term%253Dorganic%2526utm_content%253Dats&w=Python&p=2,0.3825285731306248,0.0712765904201902
140,opcionempleo::81508,opcionempleo,Ingeniero/a de Datos SSR/SR (Buenos Aires),Idearhumano,Ingeniero de Datos,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar93a29a81508bff0c802baaea38c6ee35,0.3819396576399281,0.0711668577330893
141,opcionempleo::43626,opcionempleo,Site Engineer Data Centers (Retiro),Manpower,Data Engineer,Argentina,,https://www.opcionempleo.com.ar/jobad/ard5e0a5c3b4e149fffad2b66a43626dfe,0.38103747815987316,0.0709987545329568
142,jobrapido::7449225601413545984,jobrapido,Desarrollador Full Stack (Rosario),PRIMARY,Desarrollador Full Stack,"Rosario, Santa Fe",,https://ar.jobrapido.com/jobpreview/7449225601413545984?redirectTo=https%253A%252F%252Fwww.kitempleo.com.ar%252Fempleo%252F53371818%252Fdesarrollador-full-stack-rosario&w=Python&p=3,0.38033351140535193,0.0708675843314192
143,opcionempleo::jobadar7616c5d1fbb7c6cc5d168b22e3a6a02a,opcionempleo,Business Data Scientist - Marketing (Mendoza),Accenture,Data Scientist,Mendoza,,https://www.opcionempleo.com.ar/jobad/ar7616c5d1fbb7c6cc5d168b22e3a6a02a,0.378993831415377,0.0706179616139367
144,linkedin::4449800076,linkedin,Analista de Business Development - Data Analytics,Beccar Varela,Data Analyst,"Buenos Aires, Argentina",,https://www.linkedin.com/jobs/view/4449800076,0.3789498912275948,0.070609774233993
145,opcionempleo::jobadarae94f07b1d7423b143ebd0816ab2e38a,opcionempleo,Data Scientist Riesgos (Buenos Aires),Cencosud,Data Scientist,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arae94f07b1d7423b143ebd0816ab2e38a,0.37892960393999986,0.0706059941015004
146,opcionempleo::jobadarc595ec9a43ca537f704a105f07f1a152,opcionempleo,Ingeniero De Datos (Sr) – Informatica Cloud / Cloudera / Python (Híbrido),Talent Connect,Ingeniero de Datos,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arc595ec9a43ca537f704a105f07f1a152,0.3763589482022457,0.0701270035397453
147,linkedin::4462057135,linkedin,Data Scientist / AI Engineer,hiberus,NLP Engineer,"Buenos Aires, Argentina",,https://www.linkedin.com/jobs/view/4462057135,0.37527776465120566,0.0699255464916983
148,opcionempleo::5308378,opcionempleo,Squad AV Consultor de IA Jr Ssr (San Nicolás),C\u0026S informatica,NLP Engineer,"San Nicolás, Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ara5e77aff3a365b5308378d0c071fcb5f,0.3749489506455778,0.0698642785424527
149,opcionempleo::1903068,opcionempleo,Ingeniero/a de Datos SSR/SR,Idearhumano,Ingeniero de Datos,"La Plata, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ara1903068abcdf976fcfe92d55623c12b,0.3744423973091627,0.0697698924044705
150,opcionempleo::jobadar33f9500bf41a29bc57ddcc63ec2ccff8,opcionempleo,Data Analyst Senior,KPMG,Data Analyst,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar33f9500bf41a29bc57ddcc63ec2ccff8,0.3742940044892699,0.0697422423542841
151,getonboard::campaign-manager-leytonmedia-santiago,getonboard,Campaign Manager,,Data Analyst,Chile,Híbrido,https://www.getonbrd.com/jobs/campaign-manager-leytonmedia-santiago,0.3737512304014133,0.0696411071997668
152,opcionempleo::487046838,opcionempleo,Bi Analyst: Data Governance & Strategic Insights,L'Oréal,Data Analyst,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar1bf2c6c1ec0e8a8c590f487046838e7a,0.37352198780727575,0.0695983924023976
153,opcionempleo::63327,opcionempleo,Ingeniero tecnico funcional Microsoft Fabric y Power BI (San Nicolás),C\u0026S informatica,Ingeniero de Datos,"San Nicolás, Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar64b46b6617c9e63327af816e80bd3b5f,0.37283793245191377,0.0694709322940197
154,opcionempleo::1757771,opcionempleo,Ingeniero De Datos (Sr) - Informatica Cloud / Cloudera /,Talent Connect,Ingeniero de Datos,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arc4914ac28eea6453f8e709ee1757771e,0.3724995606395556,0.0694078834376119
155,opcionempleo::610736,opcionempleo,Ingeniero de Datos (SR) – Informatica Cloud / Cloudera / Python (Híbrido),Talent Connect,Python Developer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar0ac3e5aa610736aac11b4040f8680c9f,0.37249623224289286,0.0694072632571016
156,getonboard::engineering-manager-senior-factor-it-remote,getonboard,Engineering Manager Senior,,NLP Engineer,Remoto,Remoto,https://www.getonbrd.com/jobs/engineering-manager-senior-factor-it-remote,0.3704131181857566,0.069019116389447
157,getonboard::tech-lead-factor-it-ciudad-de-mexico,getonboard,Tech Lead,,Machine Learning,Mexico,Híbrido,https://www.getonbrd.com/jobs/tech-lead-factor-it-ciudad-de-mexico,0.3700079643324725,0.0689436240281278
158,opcionempleo::09391664,opcionempleo,Water Engineer – Ingeniero de Ventas Bs As - 0203 (Buenos Aires),Accel RH,Ingeniero de Datos,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar09391664fecff0edebfc74a116db6b0a,0.3689306655177373,0.0687428908234168
159,opcionempleo::104234,opcionempleo,Python Data Engineer (Ia) Sr,ITPS,Data Engineer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arf8fb2f104234c70e6b2063d4eeaf48ef,0.3672237478714849,0.0684248406737058
160,getonboard::head-of-data-management-rankmi-santiago,getonboard,Head of Data Management,,Data Analyst,Chile,Remoto,https://www.getonbrd.com/jobs/head-of-data-management-rankmi-santiago,0.36641018566043226,0.0682732495388947
161,opcionempleo::68977371627,opcionempleo,Python Data Engineer (IA) SR (Buenos Aires),ITPS,Data Engineer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar6441b68977371627e2a08c9a5bb41a33,0.36629176344302833,0.0682511839143128
162,getonboard::actuario-senior-pricing-bnp-paribas-cardif-santiago,getonboard,Actuario Senior Pricing,,Data Analyst,Chile,Híbrido,https://www.getonbrd.com/jobs/actuario-senior-pricing-bnp-paribas-cardif-santiago,0.3660971819349711,0.0682149275208632
163,getonboard::human-resources-business-partner-hrbp-leytonmedia-santiago,getonboard,Human Resources Business Partner (HRBP),,NLP Engineer,Chile,Híbrido,https://www.getonbrd.com/jobs/human-resources-business-partner-hrbp-leytonmedia-santiago,0.36468012861380594,0.0679508878222084
164,getonboard::especialista-rpa-datos-y-automatizacion-bc-tecnologia-santiago,getonboard,"Especialista RPA, Datos y Automatización",,Python Developer,Chile,Híbrido,https://www.getonbrd.com/jobs/especialista-rpa-datos-y-automatizacion-bc-tecnologia-santiago,0.36370278446979754,0.0677687791821088
165,getonboard::consultor-sap-abap-tcit-santiago-9a6f,getonboard,Consultor SAP ABAP,,NLP Engineer,Chile,Híbrido,https://www.getonbrd.com/jobs/consultor-sap-abap-tcit-santiago-9a6f,0.36321455524084856,0.0676778073770534
166,opcionempleo::jobadar3e7a215f7cd3c50c970a42b82d2422e4,opcionempleo,Ingeniero Eléctrico y de Automatización de Proyectos (req209387) - Eventual (Bahía Blanca),Manpower,Ingeniero de Datos,"Bahía Blanca, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar3e7a215f7cd3c50c970a42b82d2422e4,0.3629449981084625,0.0676275807674104
167,opcionempleo::20135,opcionempleo,Sr Software Engineer - It Taxes,MercadoLibre,Software Engineer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar20135e36bde876350b19e956b6a3229f,0.3615705732847539,0.067371484041299
168,opcionempleo::6813191,opcionempleo,Sr Software Engineer (Buenos Aires),MercadoLibre,Software Engineer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar369c4b547fd6813191d01a070fd2baa7,0.361264399319016,0.0673144346131357
169,jobrapido::1763771319167483904,jobrapido,Desarrollador Senior y Jefe de desarrollo Full Stack .NET,Estudio Orbe,Desarrollador Full Stack,CABA,,https://ar.jobrapido.com/jobpreview/1763771319167483904?redirectTo=https%253A%252F%252Fgrupoorbe.pandape.computrabajo.com%252FDetail%252F13150825%253Fov%253D6%2526utm_source%253Djobrapido%2526utm_medium%253Dreferral%2526utm_campaign%253Dfeed%2526utm_term%253Dorganic%2526utm_content%253Dats&w=Python&p=5,0.36046222067685846,0.0671649645799485
170,opcionempleo::4112292,opcionempleo,Ingeniero de Ventas Tecnicas. Zona CABA (Saavedra),Suministra,Ingeniero de Datos,"Saavedra, Buenos Aires",,https://www.opcionempleo.com.ar/jobad/arabd7f804d0cfc578f45aa60ee4112292,0.3600427937249338,0.0670868127106153
171,opcionempleo::835179,opcionempleo,Senior Software Engineer Fullstack,Bunker Db,Software Engineer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar835179d64ec2e2f888d6b0f8c70915ae,0.3582650737616914,0.0667555699575189
172,jobrapido::7510174829476052992,jobrapido,Desarrollador Full Stack React y Node (Santa Fe),Web:,Desarrollador Full Stack,Santa Fé,,https://ar.jobrapido.com/jobpreview/7510174829476052992?redirectTo=https%253A%252F%252Fwww.kitempleo.com.ar%252Fempleo%252F53245938%252Fdesarrollador-full-stack-react-y-node-santa-fe&w=Python&p=5,0.3579739066689031,0.066701316761616
173,getonboard::senior-software-engineer-java-angular-english-23people-santiago-e811,getonboard,Senior Software Developer Java/Spring Boot (English),,NLP Engineer,Remoto,Remoto,https://www.getonbrd.com/jobs/senior-software-engineer-java-angular-english-23people-santiago-e811,0.3573719271238238,0.0665891498478485
174,opcionempleo::791016,opcionempleo,Senior Software Engineer Fullstack (Buenos Aires),Bunker db,Software Engineer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar1e791016a74cbbc7bdd49d484f450ffc,0.3572745106282254,0.0665709982216834
175,getonboard::data-engineer-en-ambiente-gcp-factor-it-santiago,getonboard,Data Engineer en Ambiente GCP,,Data Scientist,Chile,Remoto,https://www.getonbrd.com/jobs/data-engineer-en-ambiente-gcp-factor-it-santiago,0.3562295109450037,0.066376283317642
176,opcionempleo::80399,opcionempleo,Desarrollador De Bases De Datos Sql & Apis,Quantico Hr,Desarrollador Backend,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ara80399c5e00bda6059f5d02f6e8d084d,0.35607395788236973,0.0663472990986509
177,jobrapido::694266171167342592,jobrapido,Desarrollador Full Stack SSR (Buenos Aires),Neoris,Desarrollador Full Stack,CABA,,https://ar.jobrapido.com/jobpreview/694266171167342592?redirectTo=https%253A%252F%252Fwww.kitempleo.com.ar%252Fempleo%252F52810826%252Fdesarrollador-full-stack-ssr-buenos-aires&w=Python&p=5,0.355687655341621,0.0662753193044361
